path,area,ext,lines,audit_mechanism,status
src/sim/instanced-entities.ts,src/sim,.ts,591,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/integrated-information.ts,src/sim,.ts,302,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/irrep-symmetry.ts,src/sim,.ts,80,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/learned-recurrence.ts,src/sim,.ts,107,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/leviathans.ts,src/sim,.ts,149,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/libirrep-qec.ts,src/sim,.ts,552,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/lineage.ts,src/sim,.ts,180,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/logo-turtle.ts,src/sim,.ts,49,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/lore.ts,src/sim,.ts,204,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/memory-orchestra.ts,src/sim,.ts,161,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/metacognition.ts,src/sim,.ts,118,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/mind-field.ts,src/sim,.ts,117,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/monolith-temple.ts,src/sim,.ts,210,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/moonlab-tensor.ts,src/sim,.ts,132,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/moonlab-vqe.ts,src/sim,.ts,422,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/morphic-field.ts,src/sim,.ts,142,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/morphotypes.ts,src/sim,.ts,21,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/mortality.ts,src/sim,.ts,301,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/myth-ritual.ts,src/sim,.ts,492,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/narrative-memory.ts,src/sim,.ts,208,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/neuromodulation.ts,src/sim,.ts,110,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/nhi-body.ts,src/sim,.ts,141,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/nhi-system.ts,src/sim,.ts,98,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/nhi.ts,src/sim,.ts,410,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/noosphere.ts,src/sim,.ts,233,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/nqs-vmc-learning.ts,src/sim,.ts,451,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/omega-point.ts,src/sim,.ts,168,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/open-endedness.ts,src/sim,.ts,130,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/pantheon.ts,src/sim,.ts,91,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/perceptron-baseline.ts,src/sim,.ts,104,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/petri-dish.ts,src/sim,.ts,544,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/phyla.ts,src/sim,.ts,361,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/pimc-paths.ts,src/sim,.ts,39,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/pinn-residual.ts,src/sim,.ts,28,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/plastic-weights.ts,src/sim,.ts,117,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/primordial-soup.ts,src/sim,.ts,254,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/puppet-masters.ts,src/sim,.ts,317,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/qcircuit.ts,src/sim,.ts,166,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/qge-aliveness.ts,src/sim,.ts,154,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/qge-physics.ts,src/sim,.ts,30,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/quality-space.ts,src/sim,.ts,146,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/quantum-deliberation.ts,src/sim,.ts,185,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/quantum-lattice.ts,src/sim,.ts,60,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/quantum-quake-physics.ts,src/sim,.ts,355,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/quantum-reservoir.ts,src/sim,.ts,124,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/quantum-rng-api.ts,src/sim,.ts,37,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/quantum.ts,src/sim,.ts,241,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/reaction-diffusion.ts,src/sim,.ts,291,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/reservoir.ts,src/sim,.ts,187,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/resonance-integrator.ts,src/sim,.ts,325,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/resonance.ts,src/sim,.ts,340,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/self-evolution-loop.ts,src/sim,.ts,353,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/shoggoths.ts,src/sim,.ts,510,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/singularities.ts,src/sim,.ts,691,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/spin-glass.ts,src/sim,.ts,204,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/stigmergy.ts,src/sim,.ts,214,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/strange-attractor.ts,src/sim,.ts,180,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/successor-representation.ts,src/sim,.ts,147,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/super-body.ts,src/sim,.ts,807,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/super-creature.ts,src/sim,.ts,349,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/super-evolution.ts,src/sim,.ts,288,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/super-mind.ts,src/sim,.ts,1660,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/super-qubits.ts,src/sim,.ts,568,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/super-wingmen-render.ts,src/sim,.ts,54,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/super-wingmen.ts,src/sim,.ts,142,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/symbiosis.ts,src/sim,.ts,349,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/temporal-crystal.ts,src/sim,.ts,166,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/tensorcore-facade.ts,src/sim,.ts,97,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/theory-of-mind.ts,src/sim,.ts,157,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/titans.ts,src/sim,.ts,1187,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/tom-pantheon.ts,src/sim,.ts,407,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/topdown-perception.ts,src/sim,.ts,106,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/tsotchke-corpus.ts,src/sim,.ts,150,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/tsotchke-deep-wire.ts,src/sim,.ts,813,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/tsotchke-facade.ts,src/sim,.ts,237,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/tsotchke-registry.ts,src/sim,.ts,379,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/ulg-bridge.ts,src/sim,.ts,96,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/valence-steering.ts,src/sim,.ts,260,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/viz3d.ts,src/sim,.ts,389,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/weather.ts,src/sim,.ts,121,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/wilderness-chunks.ts,src/sim,.ts,83,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/sim/xenomind.ts,src/sim,.ts,178,invariant sweep + math/sim agents,audited (4 MED + Bloch fixed)
src/styles/app.css,src/styles,.css,1231,subsystems/front-end agent,audited-clean
src/types.ts,src,.ts,402,subsystems/front-end agent,audited-clean
src/ui/access-code.ts,src/ui,.ts,41,subsystems agent,audited-clean
src/ui/access-puzzle.ts,src/ui,.ts,333,subsystems agent,audited-clean
src/ui/audit-dock.ts,src/ui,.ts,56,subsystems agent,audited-clean
src/ui/center-hud.ts,src/ui,.ts,560,subsystems agent,audited-clean
src/ui/copilot.ts,src/ui,.ts,559,subsystems agent,audited-clean
src/ui/graphs.ts,src/ui,.ts,118,subsystems agent,audited-clean
src/ui/help-knowledge.ts,src/ui,.ts,376,subsystems agent,audited-clean
src/ui/help-system.ts,src/ui,.ts,180,subsystems agent,audited-clean
src/ui/hud.ts,src/ui,.ts,112,subsystems agent,audited-clean
src/ui/input.ts,src/ui,.ts,536,subsystems agent,audited-clean
src/ui/market-ticker.ts,src/ui,.ts,377,subsystems agent,audited-clean
src/ui/nhi-observatory.ts,src/ui,.ts,1102,subsystems agent,audited-clean
src/ui/observatory.ts,src/ui,.ts,2284,subsystems agent,audited-clean
src/ui/panel-dock.ts,src/ui,.ts,64,subsystems agent,audited-clean
src/ui/panels.ts,src/ui,.ts,212,subsystems agent,audited-clean
src/ui/perf-hud.ts,src/ui,.ts,113,subsystems agent,audited-clean
src/ui/super-neural.ts,src/ui,.ts,1364,subsystems agent,audited-clean
src/ui/super-panel.ts,src/ui,.ts,398,subsystems agent,audited-clean
src/ui/superhero-hud.ts,src/ui,.ts,314,subsystems agent,audited-clean
src/ui/superhero-state.ts,src/ui,.ts,156,subsystems agent,audited-clean
src/ui/ulg-bridge.ts,src/ui,.ts,88,subsystems agent,audited-clean
src/world.ts,src,.ts,2907,subsystems/front-end agent,audited-clean
tests/a11y-static.test.ts,tests,.ts,46,gate (1;489 pass) + tooling agent,audited-healthy
tests/access-code.test.ts,tests,.ts,52,gate (1;489 pass) + tooling agent,audited-healthy
tests/active-inference.test.ts,tests,.ts,108,gate (1;489 pass) + tooling agent,audited-healthy
tests/ai-sandbox.test.ts,tests,.ts,160,gate (1;489 pass) + tooling agent,audited-healthy
tests/algorithms.test.ts,tests,.ts,162,gate (1;489 pass) + tooling agent,audited-healthy
tests/analytics.test.ts,tests,.ts,253,gate (1;489 pass) + tooling agent,audited-healthy
tests/artifacts.test.ts,tests,.ts,73,gate (1;489 pass) + tooling agent,audited-healthy
tests/atmosphere.test.ts,tests,.ts,277,gate (1;489 pass) + tooling agent,audited-healthy
tests/attention-controller.test.ts,tests,.ts,84,gate (1;489 pass) + tooling agent,audited-healthy
tests/audio-analysis.test.ts,tests,.ts,203,gate (1;489 pass) + tooling agent,audited-healthy
tests/audit.test.ts,tests,.ts,191,gate (1;489 pass) + tooling agent,audited-healthy
tests/behaviors.test.ts,tests,.ts,166,gate (1;489 pass) + tooling agent,audited-healthy
tests/belief-propagation.test.ts,tests,.ts,81,gate (1;489 pass) + tooling agent,audited-healthy
tests/brains.test.ts,tests,.ts,206,gate (1;489 pass) + tooling agent,audited-healthy
tests/butlin-indicators.test.ts,tests,.ts,97,gate (1;489 pass) + tooling agent,audited-healthy
tests/chaos-field.test.ts,tests,.ts,169,gate (1;489 pass) + tooling agent,audited-healthy
tests/classical-contrast.test.ts,tests,.ts,80,gate (1;489 pass) + tooling agent,audited-healthy
tests/clifford-tableau.test.ts,tests,.ts,110,gate (1;489 pass) + tooling agent,audited-healthy
tests/cognition.test.ts,tests,.ts,140,gate (1;489 pass) + tooling agent,audited-healthy
tests/connectome.test.ts,tests,.ts,115,gate (1;489 pass) + tooling agent,audited-healthy
tests/constellations.test.ts,tests,.ts,157,gate (1;489 pass) + tooling agent,audited-healthy
tests/contrast.test.ts,tests,.ts,63,gate (1;489 pass) + tooling agent,audited-healthy
tests/copilot-fence.test.ts,tests,.ts,55,gate (1;489 pass) + tooling agent,audited-healthy
tests/copilot-health.test.ts,tests,.ts,64,gate (1;489 pass) + tooling agent,audited-healthy
tests/copilot-providers.test.ts,tests,.ts,124,gate (1;489 pass) + tooling agent,audited-healthy
tests/corpus-leaves.test.ts,tests,.ts,68,gate (1;489 pass) + tooling agent,audited-healthy
tests/coupling-audit.test.ts,tests,.ts,236,gate (1;489 pass) + tooling agent,audited-healthy
tests/criticality.test.ts,tests,.ts,72,gate (1;489 pass) + tooling agent,audited-healthy
tests/determinism-law.test.ts,tests,.ts,68,gate (1;489 pass) + tooling agent,audited-healthy
tests/determinism.test.ts,tests,.ts,129,gate (1;489 pass) + tooling agent,audited-healthy
tests/doc-links.test.ts,tests,.ts,61,gate (1;489 pass) + tooling agent,audited-healthy
tests/docs-receipts-law.test.ts,tests,.ts,131,gate (1;489 pass) + tooling agent,audited-healthy
tests/docs-truth-law.test.ts,tests,.ts,261,gate (1;489 pass) + tooling agent,audited-healthy
tests/dual.test.ts,tests,.ts,72,gate (1;489 pass) + tooling agent,audited-healthy
tests/economy.test.ts,tests,.ts,251,gate (1;489 pass) + tooling agent,audited-healthy
tests/emergence-angles.test.ts,tests,.ts,74,gate (1;489 pass) + tooling agent,audited-healthy
tests/empowerment.test.ts,tests,.ts,192,gate (1;489 pass) + tooling agent,audited-healthy
tests/entities-death.test.ts,tests,.ts,126,gate (1;489 pass) + tooling agent,audited-healthy
tests/entity-brain.test.ts,tests,.ts,97,gate (1;489 pass) + tooling agent,audited-healthy
tests/entity-heredity.test.ts,tests,.ts,158,gate (1;489 pass) + tooling agent,audited-healthy
tests/environment.test.ts,tests,.ts,137,gate (1;489 pass) + tooling agent,audited-healthy
tests/eshkol-ad.test.ts,tests,.ts,73,gate (1;489 pass) + tooling agent,audited-healthy
tests/eshkol-cognition.test.ts,tests,.ts,43,gate (1;489 pass) + tooling agent,audited-healthy
tests/eshkol-qrng.test.ts,tests,.ts,72,gate (1;489 pass) + tooling agent,audited-healthy
tests/eshkol-vm-bytecode.test.ts,tests,.ts,66,gate (1;489 pass) + tooling agent,audited-healthy
tests/eshkol-vm.test.ts,tests,.ts,43,gate (1;489 pass) + tooling agent,audited-healthy
tests/factions.test.ts,tests,.ts,99,gate (1;489 pass) + tooling agent,audited-healthy
tests/faculties-pantheon.test.ts,tests,.ts,53,gate (1;489 pass) + tooling agent,audited-healthy
tests/feature-determinism.test.ts,tests,.ts,109,gate (1;489 pass) + tooling agent,audited-healthy
tests/frame-governor.test.ts,tests,.ts,70,gate (1;489 pass) + tooling agent,audited-healthy
tests/games.test.ts,tests,.ts,198,gate (1;489 pass) + tooling agent,audited-healthy
tests/genome.test.ts,tests,.ts,189,gate (1;489 pass) + tooling agent,audited-healthy
tests/geometry-cache.test.ts,tests,.ts,27,gate (1;489 pass) + tooling agent,audited-healthy
tests/global-workspace.test.ts,tests,.ts,127,gate (1;489 pass) + tooling agent,audited-healthy
tests/graph-mind.test.ts,tests,.ts,390,gate (1;489 pass) + tooling agent,audited-healthy
tests/heap.test.ts,tests,.ts,182,gate (1;489 pass) + tooling agent,audited-healthy
tests/help-knowledge.test.ts,tests,.ts,51,gate (1;489 pass) + tooling agent,audited-healthy
tests/holographic-memory.test.ts,tests,.ts,135,gate (1;489 pass) + tooling agent,audited-healthy
tests/hopfield.test.ts,tests,.ts,110,gate (1;489 pass) + tooling agent,audited-healthy
tests/hyperdual.test.ts,tests,.ts,136,gate (1;489 pass) + tooling agent,audited-healthy
tests/instanced.test.ts,tests,.ts,192,gate (1;489 pass) + tooling agent,audited-healthy
tests/integrated-information.test.ts,tests,.ts,92,gate (1;489 pass) + tooling agent,audited-healthy
tests/irrep-symmetry.test.ts,tests,.ts,84,gate (1;489 pass) + tooling agent,audited-healthy
tests/irrep.test.ts,tests,.ts,198,gate (1;489 pass) + tooling agent,audited-healthy
tests/izhikevich.test.ts,tests,.ts,80,gate (1;489 pass) + tooling agent,audited-healthy
tests/layer-boundaries.test.ts,tests,.ts,83,gate (1;489 pass) + tooling agent,audited-healthy
tests/leaf-dom-freedom.test.ts,tests,.ts,43,gate (1;489 pass) + tooling agent,audited-healthy
tests/learned-recurrence.test.ts,tests,.ts,43,gate (1;489 pass) + tooling agent,audited-healthy
tests/leviathans.test.ts,tests,.ts,120,gate (1;489 pass) + tooling agent,audited-healthy
tests/libirrep-qec.test.ts,tests,.ts,220,gate (1;489 pass) + tooling agent,audited-healthy
tests/lineage.test.ts,tests,.ts,101,gate (1;489 pass) + tooling agent,audited-healthy
tests/logger.test.ts,tests,.ts,89,gate (1;489 pass) + tooling agent,audited-healthy
tests/lore.test.ts,tests,.ts,143,gate (1;489 pass) + tooling agent,audited-healthy
tests/metacognition.test.ts,tests,.ts,106,gate (1;489 pass) + tooling agent,audited-healthy
tests/moonlab-tensor.test.ts,tests,.ts,72,gate (1;489 pass) + tooling agent,audited-healthy
tests/moonlab-vqe.test.ts,tests,.ts,241,gate (1;489 pass) + tooling agent,audited-healthy
tests/mortality.test.ts,tests,.ts,53,gate (1;489 pass) + tooling agent,audited-healthy
tests/mps-svd.test.ts,tests,.ts,139,gate (1;489 pass) + tooling agent,audited-healthy
tests/nan-stability.test.ts,tests,.ts,180,gate (1;489 pass) + tooling agent,audited-healthy
tests/neuromodulation.test.ts,tests,.ts,100,gate (1;489 pass) + tooling agent,audited-healthy
tests/nhi-observatory.test.ts,tests,.ts,60,gate (1;489 pass) + tooling agent,audited-healthy
tests/nhi-system.test.ts,tests,.ts,92,gate (1;489 pass) + tooling agent,audited-healthy
tests/nhi.test.ts,tests,.ts,195,gate (1;489 pass) + tooling agent,audited-healthy
tests/nhsi-pantheons.test.ts,tests,.ts,57,gate (1;489 pass) + tooling agent,audited-healthy
tests/observatory.test.ts,tests,.ts,659,gate (1;489 pass) + tooling agent,audited-healthy
tests/open-endedness.test.ts,tests,.ts,78,gate (1;489 pass) + tooling agent,audited-healthy
tests/pantheon.test.ts,tests,.ts,27,gate (1;489 pass) + tooling agent,audited-healthy
tests/perf-budget.test.ts,tests,.ts,233,gate (1;489 pass) + tooling agent,audited-healthy
tests/perf-hud.test.ts,tests,.ts,35,gate (1;489 pass) + tooling agent,audited-healthy
tests/phyla.test.ts,tests,.ts,265,gate (1;489 pass) + tooling agent,audited-healthy
tests/plastic-weights.test.ts,tests,.ts,88,gate (1;489 pass) + tooling agent,audited-healthy
tests/postfx.test.ts,tests,.ts,59,gate (1;489 pass) + tooling agent,audited-healthy
tests/predictive-coding.test.ts,tests,.ts,91,gate (1;489 pass) + tooling agent,audited-healthy
tests/puppet-masters.test.ts,tests,.ts,125,gate (1;489 pass) + tooling agent,audited-healthy
tests/qcircuit.test.ts,tests,.ts,105,gate (1;489 pass) + tooling agent,audited-healthy
tests/qge-aliveness.test.ts,tests,.ts,103,gate (1;489 pass) + tooling agent,audited-healthy
tests/quality-detect.test.ts,tests,.ts,77,gate (1;489 pass) + tooling agent,audited-healthy
tests/quality.test.ts,tests,.ts,77,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-cloud.test.ts,tests,.ts,133,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-coherence.test.ts,tests,.ts,61,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-deliberation.test.ts,tests,.ts,93,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-geometry.test.ts,tests,.ts,78,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-magic.test.ts,tests,.ts,79,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-natural-gradient.test.ts,tests,.ts,185,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-qrng-full.test.ts,tests,.ts,31,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-quake-physics.test.ts,tests,.ts,61,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum-reservoir.test.ts,tests,.ts,112,gate (1;489 pass) + tooling agent,audited-healthy
tests/quantum.test.ts,tests,.ts,463,gate (1;489 pass) + tooling agent,audited-healthy
tests/reaction-diffusion.test.ts,tests,.ts,274,gate (1;489 pass) + tooling agent,audited-healthy
tests/redaction-and-counts-law.test.ts,tests,.ts,49,gate (1;489 pass) + tooling agent,audited-healthy
tests/render-modes.test.ts,tests,.ts,111,gate (1;489 pass) + tooling agent,audited-healthy
tests/reservoir.test.ts,tests,.ts,155,gate (1;489 pass) + tooling agent,audited-healthy
tests/resonance.test.ts,tests,.ts,240,gate (1;489 pass) + tooling agent,audited-healthy
tests/rng-stats.test.ts,tests,.ts,147,gate (1;489 pass) + tooling agent,audited-healthy
tests/rng.test.ts,tests,.ts,95,gate (1;489 pass) + tooling agent,audited-healthy
tests/scalar.test.ts,tests,.ts,117,gate (1;489 pass) + tooling agent,audited-healthy
tests/schrodinger.test.ts,tests,.ts,99,gate (1;489 pass) + tooling agent,audited-healthy
tests/server.test.ts,tests,.ts,153,gate (1;489 pass) + tooling agent,audited-healthy
tests/shoggoths.test.ts,tests,.ts,121,gate (1;489 pass) + tooling agent,audited-healthy
tests/singularities.test.ts,tests,.ts,287,gate (1;489 pass) + tooling agent,audited-healthy
tests/so3.test.ts,tests,.ts,137,gate (1;489 pass) + tooling agent,audited-healthy
tests/songs.test.ts,tests,.ts,219,gate (1;489 pass) + tooling agent,audited-healthy
tests/spatial-hash.test.ts,tests,.ts,189,gate (1;489 pass) + tooling agent,audited-healthy
tests/spawn-budget.test.ts,tests,.ts,109,gate (1;489 pass) + tooling agent,audited-healthy
tests/spin-glass.test.ts,tests,.ts,74,gate (1;489 pass) + tooling agent,audited-healthy
tests/store.test.ts,tests,.ts,215,gate (1;489 pass) + tooling agent,audited-healthy
tests/successor-representation.test.ts,tests,.ts,146,gate (1;489 pass) + tooling agent,audited-healthy
tests/super-body-control.test.ts,tests,.ts,89,gate (1;489 pass) + tooling agent,audited-healthy
tests/super-creature.test.ts,tests,.ts,120,gate (1;489 pass) + tooling agent,audited-healthy
tests/super-evolution.test.ts,tests,.ts,160,gate (1;489 pass) + tooling agent,audited-healthy
tests/super-mind.test.ts,tests,.ts,233,gate (1;489 pass) + tooling agent,audited-healthy
tests/super-qubits-selfopt.test.ts,tests,.ts,76,gate (1;489 pass) + tooling agent,audited-healthy
tests/super-qubits.test.ts,tests,.ts,290,gate (1;489 pass) + tooling agent,audited-healthy
tests/super-wingmen-render.test.ts,tests,.ts,92,gate (1;489 pass) + tooling agent,audited-healthy
tests/super-wingmen.test.ts,tests,.ts,74,gate (1;489 pass) + tooling agent,audited-healthy
tests/superhero-state.test.ts,tests,.ts,99,gate (1;489 pass) + tooling agent,audited-healthy
tests/tensorcore-facade.test.ts,tests,.ts,47,gate (1;489 pass) + tooling agent,audited-healthy
tests/theory-of-mind.test.ts,tests,.ts,95,gate (1;489 pass) + tooling agent,audited-healthy
tests/titans.test.ts,tests,.ts,219,gate (1;489 pass) + tooling agent,audited-healthy
tests/tom-pantheon.test.ts,tests,.ts,145,gate (1;489 pass) + tooling agent,audited-healthy
tests/tsotchke-facade.test.ts,tests,.ts,115,gate (1;489 pass) + tooling agent,audited-healthy
tests/tsotchke-registry.test.ts,tests,.ts,164,gate (1;489 pass) + tooling agent,audited-healthy
tests/tsotchke-wiring.test.ts,tests,.ts,78,gate (1;489 pass) + tooling agent,audited-healthy
tests/ulg-bridge.test.ts,tests,.ts,59,gate (1;489 pass) + tooling agent,audited-healthy
tests/unification.test.ts,tests,.ts,120,gate (1;489 pass) + tooling agent,audited-healthy
tests/viz-systems.test.ts,tests,.ts,105,gate (1;489 pass) + tooling agent,audited-healthy
tests/viz3d.test.ts,tests,.ts,310,gate (1;489 pass) + tooling agent,audited-healthy
tests/wave1-foundations.test.ts,tests,.ts,117,gate (1;489 pass) + tooling agent,audited-healthy
tests/weather.test.ts,tests,.ts,127,gate (1;489 pass) + tooling agent,audited-healthy
tests/web-search.test.ts,tests,.ts,121,gate (1;489 pass) + tooling agent,audited-healthy
tests/wilderness-chunks.test.ts,tests,.ts,63,gate (1;489 pass) + tooling agent,audited-healthy
tsconfig.json,(root),.json,22,config agent,audited (tsconfig exclude removed)
